type,ms,gps_valid,lat,lon,gps_alt_mm,heading,fix_type,sats,imu_valid,ax,ay,az,gx,gy,gz,imu_temp_c,alt1_valid,alt1_pressure_mbar,alt1_temp_c,alt1_alt_m,alt2_valid,alt2_pressure_mbar,alt2_temp_c,alt2_alt_m
T,1243264,1,353479049,-1178094413,625761,7271663,3,31,1,-9.863,0.421,0.340,0.006,-0.012,0.006,66.06,1,941.28,45.25,665.19,1,939.10,46.40,636.47
T,1244252,1,353479045,-1178094415,625833,7271663,3,30,1,-9.849,0.412,0.321,0.005,-0.013,0.005,66.10,1,941.27,45.26,665.28,1,939.12,46.43,636.30
T,1245239,1,353479035,-1178094420,626036,7271663,3,32,1,-9.858,0.440,0.345,0.004,-0.012,0.006,66.09,1,941.29,45.29,665.10,1,939.13,46.46,636.21
T,1246229,1,353479030,-1178094422,626065,7271663,3,32,1,-9.839,0.450,0.321,0.002,-0.012,0.006,66.10,1,941.30,45.31,665.01,1,939.10,46.47,636.47
T,1247223,1,353479026,-1178094421,626053,7271663,3,32,1,-9.858,0.349,0.321,0.007,-0.013,0.005,66.07,1,941.31,45.32,664.93,1,939.10,46.46,636.47
T,1248211,1,353479024,-1178094423,626166,7271663,3,32,1,-9.849,0.383,0.378,0.015,-0.013,0.006,66.11,1,941.34,45.32,664.66,1,939.12,46.46,636.30
T,1249302,1,353479023,-1178094420,626189,7271663,3,32,1,-9.858,0.421,0.282,0.010,-0.013,0.006,66.00,1,941.29,45.29,665.10,1,939.09,46.42,636.56
T,1250288,1,353479022,-1178094417,626261,7271663,3,32,1,-9.854,0.450,0.321,0.011,-0.013,0.006,66.07,1,941.31,45.28,664.93,1,939.11,46.39,636.39
T,1251275,1,353479020,-1178094412,626292,7271663,3,32,1,-9.849,0.426,0.321,0.004,-0.013,0.006,66.08,1,941.26,45.31,665.37,1,939.09,46.44,636.56
T,1252260,1,353479020,-1178094405,626322,7271663,3,32,1,-9.863,0.412,0.359,0.000,-0.013,0.006,66.09,1,941.31,45.30,664.93,1,939.10,46.42,636.47
T,1253253,1,353479018,-1178094402,626379,7271663,3,32,1,-9.849,0.416,0.364,0.007,-0.013,0.006,66.14,1,941.28,45.30,665.19,1,939.14,46.45,636.12
T,1254242,1,353479016,-1178094401,626432,7271663,3,32,1,-9.868,0.392,0.301,0.007,-0.013,0.005,66.04,1,941.30,45.30,665.01,1,939.12,46.44,636.30
T,1255229,1,353479015,-1178094399,626500,7271663,3,32,1,-9.863,0.421,0.316,0.005,-0.013,0.005,66.07,1,941.30,45.30,665.01,1,939.10,46.43,636.47
T,1256214,1,353479014,-1178094395,626511,7271663,3,32,1,-9.854,0.426,0.330,0.011,-0.013,0.006,66.15,1,941.24,45.32,665.54,1,939.12,46.45,636.30
T,1257202,1,353479014,-1178094390,626582,7271663,3,32,1,-9.854,0.435,0.349,0.004,-0.013,0.006,66.14,1,941.24,45.35,665.54,1,939.14,46.48,636.12
T,1258189,1,353479014,-1178094389,626660,7271663,3,32,1,-9.854,0.421,0.345,0.009,-0.013,0.005,66.15,1,941.28,45.34,665.19,1,939.11,46.48,636.39
T,1259280,1,353479015,-1178094386,626656,7271663,3,32,1,-9.858,0.397,0.321,0.007,-0.013,0.007,66.16,1,941.31,45.34,664.93,1,939.13,46.49,636.21
T,1260264,1,353479015,-1178094385,626781,7271663,3,32,1,-9.758,0.761,1.168,0.018,-0.031,-0.013,66.11,1,941.24,45.33,665.54,1,939.12,46.47,636.30
T,1261249,1,353479015,-1178094388,626818,7271663,3,32,1,-9.887,0.565,0.273,0.040,-0.018,0.000,66.14,1,941.28,45.35,665.19,1,939.11,46.49,636.39
T,1262238,1,353479013,-1178094392,626874,7271663,3,32,1,-9.858,0.287,0.378,0.016,-0.013,0.005,66.22,1,941.27,45.38,665.28,1,939.11,46.51,636.39
T,1263226,1,353479014,-1178094389,626903,7271663,3,32,1,-9.854,0.412,0.335,0.006,-0.013,0.006,66.20,1,941.30,45.37,665.01,1,939.11,46.50,636.39
T,1264212,1,353479016,-1178094390,626889,7271663,3,32,1,-9.863,0.402,0.330,0.006,-0.013,0.005,66.21,1,941.27,45.40,665.28,1,939.07,46.53,636.74
T,1265302,1,353479018,-1178094387,626900,7271663,3,32,1,-9.858,0.397,0.335,0.004,-0.013,0.006,66.17,1,941.26,45.41,665.37,1,939.10,46.55,636.47
T,1266292,1,353479020,-1178094386,626830,7271663,3,32,1,-9.849,0.493,0.282,0.017,-0.007,0.006,66.21,1,941.29,45.41,665.10,1,939.10,46.54,636.47
T,1267276,1,353479020,-1178094384,626741,7271663,3,32,1,-9.830,0.536,0.407,-0.001,-0.013,0.006,66.25,1,941.25,45.41,665.46,1,939.09,46.55,636.56
T,1268260,1,353479023,-1178094379,626657,7271663,3,32,1,-9.858,0.325,0.378,0.010,-0.015,0.006,66.18,1,941.25,45.41,665.46,1,939.11,46.54,636.39
T,1269249,1,353479025,-1178094378,626616,7271663,3,32,1,-9.882,0.488,0.426,0.000,-0.012,0.006,66.21,1,941.26,45.43,665.37,1,939.11,46.57,636.39
T,1270238,1,353479027,-1178094377,626595,7271663,3,32,1,-9.863,0.469,0.301,0.005,-0.011,0.005,66.21,1,941.29,45.45,665.10,1,939.10,46.57,636.47
T,1271227,1,353479029,-1178094380,626570,7271663,3,32,1,-9.844,0.493,0.316,0.004,-0.012,0.005,66.20,1,941.23,45.45,665.63,1,939.11,46.56,636.39
T,1272214,1,353479026,-1178094384,626480,7271663,3,32,1,-9.858,0.412,0.316,-0.001,-0.012,0.006,66.22,1,941.27,45.43,665.28,1,939.10,46.56,636.47
T,1273200,1,353479026,-1178094387,626444,7271663,3,32,1,-9.854,0.431,0.416,0.005,-0.013,0.007,66.21,1,941.28,45.44,665.19,1,939.09,46.57,636.56
T,1274287,1,353479026,-1178094390,626386,7271663,3,32,1,-9.839,0.407,0.187,0.013,-0.009,0.010,66.19,1,941.30,45.42,665.01,1,939.13,46.55,636.21
T,1275272,1,353479025,-1178094395,626377,7271663,3,32,1,-9.801,0.531,0.603,0.000,-0.013,0.007,66.23,1,941.28,45.43,665.19,1,939.14,46.55,636.12
T,1276263,1,353479023,-1178094405,626327,7271663,3,31,1,-9.791,0.694,0.636,-0.001,-0.033,0.009,66.22,1,941.27,45.45,665.28,1,939.09,46.57,636.56
T,1277247,1,353479025,-1178094407,626294,7271663,3,32,1,-9.820,0.364,0.345,-0.021,-0.009,0.018,66.20,1,941.26,45.47,665.37,1,939.12,46.59,636.30
T,1278232,1,353479028,-1178094407,626196,7271663,3,32,1,-9.868,0.244,0.201,-0.026,-0.007,0.015,66.19,1,941.32,45.48,664.84,1,939.15,46.59,636.03
T,1279224,1,353479029,-1178094412,626128,7271663,3,32,1,-9.901,-0.029,0.550,-0.012,-0.011,0.004,66.16,1,941.31,45.49,664.93,1,939.18,46.60,635.77
T,1280214,1,353479027,-1178094416,626154,7271663,3,32,1,-9.858,0.397,0.273,0.010,-0.012,0.007,66.21,1,941.29,45.49,665.10,1,939.11,46.60,636.39
T,1281199,1,353479029,-1178094421,626129,7271663,3,32,1,-9.791,0.215,0.727,0.007,-0.017,0.007,66.14,1,941.30,45.47,665.01,1,939.15,46.59,636.03
T,1282286,1,353479030,-1178094424,626100,7271663,3,31,1,-9.863,0.345,0.440,0.024,-0.016,0.007,66.23,1,941.30,45.46,665.01,1,939.12,46.55,636.30
T,1283274,1,353479029,-1178094428,626088,7271663,3,32,1,-9.858,0.273,0.388,-0.023,-0.011,0.005,66.22,1,941.32,45.47,664.84,1,939.16,46.58,635.94
T,1284260,1,353479028,-1178094432,626077,7271663,3,32,1,-9.854,0.507,0.254,-0.017,-0.011,0.007,66.22,1,941.30,45.49,665.01,1,939.14,46.60,636.12
T,1285246,1,353479028,-1178094433,626052,7271663,3,32,1,-9.844,0.479,0.201,0.007,-0.013,0.005,65.82,1,941.33,45.43,664.75,1,939.18,46.55,635.77
T,1286236,1,353479028,-1178094433,626011,7271663,3,32,1,-9.839,0.541,0.057,0.006,-0.011,0.010,65.86,1,941.31,45.37,664.93,1,939.13,46.50,636.21
T,1287222,1,353479032,-1178094428,625955,7271663,3,32,1,-9.830,0.694,0.689,0.012,-0.021,0.007,66.04,1,941.28,45.41,665.19,1,939.12,46.53,636.30
T,1288207,1,353479033,-1178094430,625932,7271663,3,32,1,-9.863,0.502,0.440,0.017,-0.015,0.006,66.14,1,941.30,45.44,665.01,1,939.18,46.56,635.77
T,1289300,1,353479035,-1178094428,625874,7271663,3,32,1,-9.844,0.330,0.354,0.022,-0.016,0.005,66.18,1,941.29,45.47,665.10,1,939.15,46.59,636.03
T,1290297,1,353479033,-1178094427,625848,7271663,3,32,1,-9.835,0.507,0.359,0.006,-0.013,0.006,66.23,1,941.27,45.48,665.28,1,939.12,46.60,636.30
T,1291285,1,353479034,-1178094424,625838,7271663,3,32,1,-9.854,0.435,0.306,0.002,-0.013,0.007,66.23,1,941.30,45.45,665.01,1,939.12,46.60,636.30
T,1292272,1,353479033,-1178094421,625845,7271663,3,32,1,-9.854,0.459,0.397,0.007,-0.012,0.006,66.23,1,941.32,45.47,664.84,1,939.12,46.60,636.30
T,1293258,1,353479035,-1178094420,625777,7271663,3,32,1,-9.868,0.297,0.349,-0.010,-0.015,0.005,66.23,1,941.31,45.46,664.93,1,939.11,46.58,636.39
T,1294256,1,353479036,-1178094420,625693,7271663,3,32,1,-9.854,0.407,0.311,0.007,-0.013,0.006,66.19,1,941.28,45.43,665.19,1,939.12,46.55,636.30
T,1295242,1,353479036,-1178094419,625583,7271663,3,32,1,-9.858,0.388,0.345,0.013,-0.013,0.006,66.23,1,941.27,45.46,665.28,1,939.09,46.56,636.56
T,1296230,1,353479037,-1178094418,625472,7271663,3,32,1,-9.858,0.349,0.368,0.010,-0.012,0.005,66.17,1,941.27,45.45,665.28,1,939.16,46.56,635.94
T,1297219,1,353479039,-1178094411,625396,7271663,3,32,1,-9.858,0.445,0.206,0.016,-0.013,0.006,66.02,1,941.29,45.42,665.10,1,939.14,46.50,636.12
T,1298315,1,353479042,-1178094406,625339,7271663,3,32,1,-9.854,0.301,0.239,0.013,-0.013,0.004,65.82,1,941.31,45.38,664.93,1,939.11,46.40,636.39
T,1299303,1,353479045,-1178094401,625299,7271663,3,32,1,-9.849,0.354,0.134,0.002,-0.013,0.005,65.52,1,941.32,45.23,664.84,1,939.17,46.31,635.86
T,1300287,1,353479045,-1178094397,625286,7271663,3,32,1,-9.844,0.459,0.105,0.004,-0.012,0.005,65.39,1,941.29,45.15,665.10,1,939.14,46.21,636.12
T,1301272,1,353479049,-1178094388,625332,7271663,3,32,1,-9.844,0.397,0.062,0.010,-0.013,0.006,65.22,1,941.30,45.04,665.01,1,939.09,46.15,636.56
T,1302258,1,353479052,-1178094380,625347,7271663,3,32,1,-9.878,0.445,0.263,0.000,-0.007,0.006,65.34,1,941.26,45.00,665.37,1,939.14,46.14,636.12
T,1303249,1,353479059,-1178094375,625157,7271663,3,29,1,-9.854,0.373,0.110,-0.010,-0.011,0.005,65.24,1,941.30,45.01,665.01,1,939.16,46.13,635.94
T,1304233,1,353479063,-1178094371,625012,7271663,3,31,1,-9.839,0.412,0.120,-0.009,-0.015,0.004,65.14,1,941.31,44.96,664.93,1,939.13,46.08,636.21
T,1305219,1,353479066,-1178094363,624875,7271663,3,31,1,-9.787,0.756,0.191,0.000,-0.016,0.009,65.23,1,941.30,44.95,665.01,1,939.15,46.06,636.03
T,1306207,1,353479069,-1178094355,624757,7271663,3,31,1,-9.844,0.416,0.191,0.002,-0.013,0.006,65.20,1,941.27,44.93,665.28,1,939.15,46.06,636.03
T,1307195,1,353479071,-1178094349,624707,7271663,3,31,1,-9.839,0.364,0.077,0.004,-0.011,0.007,65.11,1,941.32,44.87,664.84,1,939.16,46.04,635.94
T,1308290,1,353479070,-1178094344,624777,7271663,3,31,1,-9.873,0.440,0.211,0.009,-0.015,0.007,65.04,1,941.26,44.86,665.37,1,939.11,46.04,636.39
T,1309175,1,353479066,-1178094343,624941,7271663,3,31,1,-9.854,0.435,0.383,-0.002,-0.016,0.007,65.41,1,941.30,44.90,665.01,1,939.12,46.04,636.30
T,1310273,1,353479065,-1178094339,625025,7271663,3,31,1,-9.863,0.431,0.316,-0.001,-0.012,0.005,65.54,1,941.27,44.93,665.28,1,939.14,46.04,636.12
T,1311261,1,353479062,-1178094338,625078,7271663,3,32,1,-9.854,0.416,0.316,0.005,-0.011,0.005,65.67,1,941.27,44.97,665.28,1,939.11,46.07,636.39
T,1312249,1,353479055,-1178094340,625185,7271663,3,32,1,-9.854,0.359,0.311,0.006,-0.011,0.005,65.74,1,941.30,45.00,665.01,1,939.17,46.07,635.86
T,1313236,1,353479049,-1178094342,625277,7271663,3,31,1,-9.849,0.378,0.292,0.006,-0.013,0.006,65.78,1,941.29,45.01,665.10,1,939.11,46.07,636.39
T,1314224,1,353479040,-1178094342,625395,7271663,3,32,1,-9.863,0.426,0.330,0.007,-0.015,0.005,65.84,1,941.27,45.07,665.28,1,939.12,46.16,636.30
T,1315211,1,353479028,-1178094353,625557,7271663,3,32,1,-9.854,0.397,0.349,0.005,-0.011,0.006,65.70,1,941.28,45.02,665.19,1,939.12,46.13,636.30
T,1316301,1,353479022,-1178094359,625661,7271663,3,31,1,-9.858,0.421,0.306,0.010,-0.012,0.004,65.75,1,941.27,45.02,665.28,1,939.12,46.09,636.30
T,1317289,1,353479012,-1178094369,625802,7271663,3,32,1,-9.854,0.464,0.301,0.004,-0.013,0.006,65.93,1,941.29,45.03,665.10,1,939.10,46.08,636.47
T,1318277,1,353479002,-1178094377,625924,7271663,3,32,1,-9.863,0.412,0.158,0.010,-0.013,0.006,65.63,1,941.28,45.00,665.19,1,939.13,46.00,636.21
T,1319265,1,353478990,-1178094382,626048,7271663,3,32,1,-9.854,0.407,0.196,0.004,-0.013,0.005,65.35,1,941.32,44.88,664.84,1,939.15,45.88,636.03
T,1320257,1,353478984,-1178094385,626139,7271663,3,32,1,-9.854,0.407,0.172,0.002,-0.012,0.005,65.29,1,941.30,44.85,665.01,1,939.11,45.82,636.39
T,1321248,1,353478980,-1178094384,626176,7271663,3,30,1,-9.844,0.373,0.158,0.009,-0.013,0.006,65.22,1,941.31,44.88,664.93,1,939.10,45.79,636.47
T,1322235,1,353478977,-1178094383,626209,7271663,3,31,1,-9.854,0.392,0.139,0.004,-0.013,0.006,65.20,1,941.32,44.88,664.84,1,939.14,45.78,636.12
T,1323222,1,353478980,-1178094374,626119,7271663,3,31,1,-9.858,0.388,0.182,0.007,-0.013,0.005,65.23,1,941.29,44.88,665.10,1,939.18,45.80,635.77
T,1324208,1,353478979,-1178094367,626104,7271663,3,32,1,-9.858,0.402,0.220,0.009,-0.012,0.005,65.27,1,941.28,44.85,665.19,1,939.16,45.81,635.94
T,1325195,1,353478983,-1178094359,626035,7271663,3,31,1,-9.854,0.416,0.206,0.006,-0.011,0.006,65.26,1,941.32,44.86,664.84,1,939.15,45.83,636.03
T,1326181,1,353478988,-1178094351,625938,7271663,3,31,1,-9.854,0.407,0.249,0.004,-0.013,0.007,65.44,1,941.30,44.87,665.01,1,939.10,45.84,636.47
T,1327274,1,353478993,-1178094346,625850,7271663,3,31,1,-9.849,0.388,0.172,0.007,-0.015,0.005,65.30,1,941.32,44.92,664.84,1,939.14,45.83,636.12
T,1328258,1,353478995,-1178094343,625792,7271663,3,31,1,-9.849,0.416,0.278,0.006,-0.013,0.006,65.43,1,941.31,44.93,664.93,1,939.09,45.81,636.56
T,1329247,1,353478993,-1178094342,625800,7271663,3,32,1,-9.854,0.421,0.311,0.006,-0.015,0.005,65.58,1,941.29,44.99,665.10,1,939.13,45.91,636.21
T,1330232,1,353478995,-1178094341,625759,7271663,3,30,1,-9.854,0.421,0.306,0.006,-0.012,0.006,65.71,1,941.27,45.05,665.28,1,939.09,46.02,636.56
T,1331222,1,353478992,-1178094342,625755,7271663,3,32,1,-9.854,0.407,0.321,0.006,-0.013,0.006,65.76,1,941.26,45.08,665.37,1,939.11,46.09,636.39
T,1332210,1,353478993,-1178094341,625694,7271663,3,31,1,-9.854,0.392,0.287,0.006,-0.013,0.005,65.74,1,941.31,45.09,664.93,1,939.14,46.12,636.12
T,1333195,1,353478991,-1178094341,625692,7271663,3,31,1,-9.849,0.421,0.321,0.006,-0.013,0.006,65.74,1,941.30,45.09,665.01,1,939.14,46.10,636.12
T,1334181,1,353478988,-1178094344,625655,7271663,3,32,1,-9.858,0.407,0.301,0.007,-0.011,0.006,65.73,1,941.26,45.09,665.37,1,939.09,46.09,636.56
T,1335268,1,353478988,-1178094343,625595,7271663,3,32,1,-9.863,0.416,0.311,0.005,-0.013,0.006,65.74,1,941.27,45.11,665.28,1,939.12,46.10,636.30
T,1336256,1,353478985,-1178094346,625564,7271663,3,32,1,-9.854,0.407,0.330,0.007,-0.013,0.006,65.87,1,941.28,45.15,665.19,1,939.12,46.16,636.30
T,1337247,1,353478985,-1178094347,625535,7271663,3,32,1,-9.854,0.416,0.330,0.007,-0.013,0.006,65.89,1,941.27,45.18,665.28,1,939.10,46.22,636.47
T,1338231,1,353478983,-1178094350,625537,7271663,3,32,1,-9.863,0.412,0.340,0.006,-0.013,0.005,65.95,1,941.31,45.20,664.93,1,939.12,46.25,636.30
T,1339217,1,353478982,-1178094354,625582,7271663,3,32,1,-9.863,0.416,0.297,0.009,-0.012,0.006,65.88,1,941.30,45.21,665.01,1,939.09,46.24,636.56
T,1340202,1,353478983,-1178094357,625564,7271663,3,31,1,-9.854,0.416,0.325,0.007,-0.012,0.006,65.89,1,941.28,45.19,665.19,1,939.11,46.21,636.39
T,1341289,1,353478984,-1178094363,625557,7271663,3,32,1,-9.858,0.412,0.340,0.009,-0.012,0.006,65.98,1,941.29,45.21,665.10,1,939.13,46.24,636.21
T,1342273,1,353478982,-1178094369,625595,7271663,3,32,1,-9.858,0.416,0.321,0.004,-0.013,0.007,65.95,1,941.32,45.21,664.84,1,939.12,46.22,636.30
T,1343262,1,353478978,-1178094377,625634,7271663,3,32,1,-9.858,0.407,0.325,0.007,-0.015,0.006,65.96,1,941.31,45.25,664.93,1,939.14,46.20,636.12
T,1344247,1,353478977,-1178094382,625668,7271663,3,32,1,-9.753,0.335,0.325,0.005,-0.013,0.007,66.02,1,941.26,45.28,665.37,1,939.11,46.27,636.39
T,1345232,1,353478978,-1178094385,625659,7271663,3,32,1,-9.863,0.402,0.345,0.007,-0.013,0.006,66.03,1,941.27,45.30,665.28,1,939.12,46.32,636.30
T,1346217,1,353478979,-1178094390,625627,7271663,3,32,1,-9.849,0.412,0.330,0.006,-0.015,0.005,66.05,1,941.32,45.32,664.84,1,939.15,46.35,636.03
T,1347206,1,353478981,-1178094390,625571,7271663,3,32,1,-9.863,0.416,0.345,0.006,-0.013,0.006,66.05,1,941.27,45.33,665.28,1,939.13,46.38,636.21
T,1348190,1,353478980,-1178094391,625554,7271663,3,32,1,-9.854,0.412,0.335,0.005,-0.013,0.005,66.09,1,941.28,45.35,665.19,1,939.10,46.40,636.47
T,1349275,1,353478982,-1178094392,625511,7271663,3,32,1,-9.854,0.407,0.340,0.007,-0.012,0.006,66.14,1,941.29,45.36,665.10,1,939.13,46.42,636.21
T,1350266,1,353478980,-1178094395,625517,7271663,3,32,1,-9.863,0.412,0.349,0.009,-0.013,0.006,66.11,1,941.32,45.38,664.84,1,939.10,46.43,636.47
T,1351249,1,353478977,-1178094397,625538,7271663,3,32,1,-9.868,0.388,0.373,0.006,-0.013,0.006,66.18,1,941.27,45.40,665.28,1,939.13,46.45,636.21
T,1352233,1,353478976,-1178094400,625556,7271663,3,32,1,-9.854,0.426,0.335,0.001,-0.012,0.006,66.20,1,941.32,45.40,664.84,1,939.17,46.47,635.86
T,1353221,1,353478974,-1178094404,625620,7271663,3,31,1,-9.854,0.445,0.345,0.010,-0.013,0.006,66.17,1,941.32,45.41,664.84,1,939.16,46.49,635.94
T,1354206,1,353478973,-1178094405,625668,7271663,3,32,1,-9.854,0.402,0.354,0.006,-0.013,0.007,66.23,1,941.29,45.41,665.10,1,939.10,46.50,636.47
T,1355190,1,353478972,-1178094407,625696,7271663,3,32,1,-9.858,0.445,0.306,0.005,-0.012,0.006,66.20,1,941.29,45.43,665.10,1,939.12,46.52,636.30
T,1356176,1,353478971,-1178094409,625700,7271663,3,32,1,-9.858,0.440,0.330,0.006,-0.012,0.006,66.23,1,941.29,45.46,665.10,1,939.14,46.54,636.12
T,1357263,1,353478969,-1178094414,625697,7271663,3,31,1,-9.858,0.416,0.340,0.005,-0.013,0.007,66.28,1,941.29,45.47,665.10,1,939.13,46.55,636.21
T,1358247,1,353478968,-1178094418,625702,7271663,3,32,1,-9.863,0.378,0.378,0.006,-0.013,0.005,66.29,1,941.29,45.47,665.10,1,939.14,46.56,636.12
T,1359245,1,353478972,-1178094420,625587,7271663,3,32,1,-9.858,0.412,0.335,0.007,-0.012,0.007,66.29,1,941.32,45.49,664.84,1,939.13,46.58,636.21
T,1360299,1,353478973,-1178094423,625517,7271663,3,32,1,-9.858,0.445,0.297,0.002,-0.012,0.005,66.23,1,941.25,45.51,665.46,1,939.13,46.59,636.21
T,1361186,1,353478975,-1178094425,625438,7271663,3,32,1,-9.849,0.435,0.364,0.004,-0.015,0.006,66.28,1,941.25,45.52,665.46,1,939.14,46.60,636.12
T,1362271,1,353478973,-1178094428,625401,7271663,3,32,1,-9.854,0.412,0.359,0.013,-0.013,0.004,66.30,1,941.29,45.54,665.10,1,939.13,46.62,636.21
T,1363256,1,353478974,-1178094429,625375,7271663,3,32,1,-9.858,0.431,0.311,0.011,-0.013,0.006,66.28,1,941.26,45.55,665.37,1,939.12,46.63,636.30
T,1364249,1,353478975,-1178094429,625359,7271663,3,32,1,-9.858,0.345,0.392,0.001,-0.015,0.006,66.30,1,941.25,45.56,665.46,1,939.11,46.64,636.39
T,1365234,1,353478972,-1178094432,625380,7271663,3,32,1,-9.854,0.407,0.268,0.007,-0.012,0.005,66.34,1,941.35,45.57,664.57,1,939.13,46.63,636.21
T,1366218,1,353478967,-1178094437,625414,7271663,3,31,1,-9.858,0.426,0.316,0.006,-0.013,0.005,66.36,1,941.31,45.58,664.93,1,939.10,46.65,636.47
T,1367306,1,353478966,-1178094437,625396,7271663,3,32,1,-9.863,0.431,0.325,0.011,-0.012,0.006,66.35,1,941.30,45.58,665.01,1,939.14,46.66,636.12
T,1368293,1,353478966,-1178094437,625408,7271663,3,32,1,-9.854,0.407,0.354,0.004,-0.012,0.006,66.38,1,941.26,45.58,665.37,1,939.09,46.67,636.56
T,1369278,1,353478967,-1178094438,625393,7271663,3,31,1,-9.854,0.421,0.340,0.002,-0.012,0.006,66.38,1,941.30,45.58,665.01,1,939.10,46.66,636.47
T,1370266,1,353478965,-1178094442,625424,7271663,3,31,1,-9.849,0.388,0.335,0.005,-0.013,0.005,66.39,1,941.32,45.58,664.84,1,939.12,46.67,636.30
T,1371253,1,353478960,-1178094446,625511,7271663,3,32,1,-9.844,0.416,0.354,0.006,-0.013,0.005,66.34,1,941.33,45.57,664.75,1,939.10,46.66,636.47
T,1372239,1,353478953,-1178094452,625630,7271663,3,32,1,-9.863,0.435,0.340,0.006,-0.013,0.005,66.34,1,941.32,45.56,664.84,1,939.13,46.66,636.21
T,1373226,1,353478947,-1178094456,625731,7271663,3,32,1,-9.858,0.431,0.359,0.005,-0.012,0.005,66.32,1,941.29,45.53,665.10,1,939.12,46.66,636.30
T,1374311,1,353478946,-1178094457,625748,7271663,3,32,1,-9.858,0.421,0.335,0.005,-0.012,0.005,66.34,1,941.28,45.51,665.19,1,939.11,46.66,636.39
T,1375205,1,353478943,-1178094460,625800,7271663,3,32,1,-9.863,0.421,0.345,0.006,-0.013,0.006,66.29,1,941.27,45.51,665.28,1,939.11,46.66,636.39
T,1376294,1,353478937,-1178094463,625895,7271663,3,32,1,-9.863,0.416,0.335,0.006,-0.012,0.006,66.30,1,941.27,45.51,665.28,1,939.08,46.65,636.65
T,1377282,1,353478934,-1178094467,625923,7271663,3,32,1,-9.858,0.416,0.345,0.007,-0.013,0.006,66.34,1,941.29,45.52,665.10,1,939.13,46.67,636.21
T,1378268,1,353478931,-1178094469,625951,7271663,3,32,1,-9.858,0.416,0.335,0.006,-0.013,0.006,66.33,1,941.27,45.53,665.28,1,939.09,46.69,636.56
T,1379262,1,353478929,-1178094471,625946,7271663,3,32,1,-9.863,0.416,0.354,0.005,-0.013,0.005,66.37,1,941.31,45.55,664.93,1,939.06,46.69,636.83
T,1380247,1,353478929,-1178094473,625969,7271663,3,31,1,-9.854,0.407,0.340,0.006,-0.012,0.005,66.39,1,941.28,45.56,665.19,1,939.13,46.70,636.21
T,1381229,1,353478931,-1178094472,625928,7271663,3,32,1,-9.858,0.421,0.335,0.006,-0.013,0.006,66.43,1,941.29,45.58,665.10,1,939.13,46.72,636.21
T,1382216,1,353478931,-1178094471,625907,7271663,3,32,1,-9.858,0.402,0.354,0.006,-0.012,0.006,66.42,1,941.30,45.60,665.01,1,939.12,46.73,636.30
T,1383200,1,353478930,-1178094470,625864,7271663,3,32,1,-9.858,0.421,0.335,0.006,-0.013,0.006,66.43,1,941.23,45.61,665.63,1,939.12,46.74,636.30
T,1384188,1,353478926,-1178094473,625890,7271663,3,32,1,-9.849,0.416,0.335,0.007,-0.012,0.006,66.39,1,941.28,45.62,665.19,1,939.12,46.73,636.30
T,1385276,1,353478922,-1178094475,625933,7271663,3,32,1,-9.849,0.416,0.330,0.006,-0.015,0.006,66.45,1,941.29,45.64,665.10,1,939.09,46.75,636.56
T,1386263,1,353478922,-1178094474,625957,7271663,3,32,1,-9.863,0.412,0.330,0.007,-0.013,0.006,66.43,1,941.29,45.66,665.10,1,939.12,46.76,636.30
T,1387247,1,353478918,-1178094475,626004,7271663,3,32,1,-9.854,0.421,0.335,0.006,-0.015,0.005,66.45,1,941.34,45.67,664.66,1,939.09,46.76,636.56
T,1388230,1,353478914,-1178094476,626057,7271663,3,32,1,-9.863,0.426,0.340,0.006,-0.012,0.006,66.50,1,941.23,45.68,665.63,1,939.14,46.77,636.12
T,1389217,1,353478908,-1178094478,626112,7271663,3,32,1,-9.863,0.407,0.330,0.007,-0.013,0.006,66.49,1,941.28,45.69,665.19,1,939.10,46.78,636.47
T,1390204,1,353478904,-1178094478,626233,7271663,3,32,1,-9.858,0.402,0.335,0.006,-0.012,0.005,66.48,1,941.26,45.71,665.37,1,939.12,46.79,636.30
T,1391290,1,353478898,-1178094483,626295,7271663,3,32,1,-9.868,0.416,0.335,0.006,-0.012,0.006,66.51,1,941.26,45.72,665.37,1,939.09,46.80,636.56
T,1392278,1,353478898,-1178094483,626291,7271663,3,32,1,-9.868,0.412,0.345,0.006,-0.013,0.006,66.50,1,941.27,45.73,665.28,1,939.10,46.81,636.47
T,1393267,1,353478894,-1178094487,626341,7271663,3,32,1,-9.858,0.421,0.359,0.007,-0.015,0.005,66.50,1,941.28,45.73,665.19,1,939.11,46.81,636.39
T,1394252,1,353478893,-1178094489,626331,7271663,3,31,1,-9.863,0.416,0.335,0.005,-0.013,0.006,66.51,1,941.33,45.73,664.75,1,939.09,46.81,636.56
T,1395237,1,353478890,-1178094493,626346,7271663,3,32,1,-9.863,0.416,0.345,0.005,-0.015,0.006,66.51,1,941.27,45.74,665.28,1,939.12,46.82,636.30
T,1396234,1,353478886,-1178094496,626261,7271663,3,32,1,-9.863,0.416,0.345,0.006,-0.013,0.005,66.51,1,941.29,45.76,665.10,1,939.09,46.84,636.56
T,1397236,1,353478883,-1178094500,626291,7271663,3,32,1,-9.863,0.421,0.335,0.005,-0.011,0.006,66.50,1,941.30,45.78,665.01,1,939.11,46.86,636.39
